"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone"
3501,"3501","MICHELSON-OBSIDIAN",,"33.67483","-117.85112",,,,,
3503,"3503","MICHELSON-JAMBOREE",,"33.67282","-117.84790",,,,,
3504,"3504","MICHELSON-CARLSON",,"33.67075","-117.84450",,,,,
3506,"3506","MICHELSON-PARKWAY",,"33.66936","-117.83112",,,,,
3507,"3507","MICHELSON-PARKSIDE",,"33.66677","-117.82810",,,,,
3508,"3508","MICHELSON-MANN",,"33.66343","-117.82242",,,,,
3509,"3509","MICHELSON-SANDBURG",,"33.66323","-117.81991",,,,,
3510,"3510","MICHELSON-ELM TREE",,"33.66394","-117.81643",,,,,
3511,"3511","MICHELSON-REDWOOD TREE",,"33.66475","-117.81483",,,,,
3513,"3513","MICHELSON-YALE",,"33.66270","-117.80914",,,,,
3515,"3515","MICHELSON-ROSA DREW",,"33.66069","-117.80374",,,,,
3516,"3516","MICHELSON-JORDAN",,"33.65936","-117.80205",,,,,
3517,"3517","MICHELSON-JORDAN EAST",,"33.66014","-117.80243",,,,,
3518,"3518","MICHELSON-JORDAN",,"33.66130","-117.80528",,,,,
3519,"3519","MICHELSON-JOHN INMON",,"33.66331","-117.80975",,,,,
3520,"3520","MICHELSON-BANYON TREE",,"33.66470","-117.81219",,,,,
3522,"3522","MICHELSON-ELM TREE",,"33.66358","-117.81735",,,,,
3523,"3523","MICHELSON-SETON",,"33.66324","-117.82043",,,,,
3524,"3524","MICHELSON-BASCOM",,"33.66445","-117.82438",,,,,
3525,"3525","MICHELSON-CULVER",,"33.66621","-117.82695",,,,,
3526,"3526","MICHELSON-PARKSIDE",,"33.66781","-117.82908",,,,,
3527,"3527","MICHELSON-PARKWAY",,"33.66989","-117.83150",,,,,
3528,"3528","MICHELSON-HARVARD",,"33.67079","-117.83469",,,,,
3529,"3529","MICHELSON-RIPARIAN WAY",,"33.67065","-117.83761",,,,,
3530,"3530","MICHELSON-CARLSON",,"33.67097","-117.84444",,,,,
3531,"3531","MICHELSON-TELLER",,"33.67433","-117.84995",,,,,
3532,"3532","MICHELSON-VON KARMAN",,"33.67575","-117.85216",,,,,
3533,"3533","MICHELSON-BIXBY",,"33.67671","-117.85430",,,,,
3534,"3534","MICHELSON-DUPONT",,"33.67702","-117.85849",,,,,
3537,"3537","MUIRLANDS-BAKE",,"33.63898","-117.71550",,,,,
3543,"3543","PARKER-TOLEDO",,"33.65310","-117.70863",,,,,
3544,"3544","PARKER-CROMWELL",,"33.65468","-117.70707",,,,,
3546,"3546","PARKER-IRVINE",,"33.65672","-117.70528",,,,,
3547,"3547","PARKER-CROMWELL",,"33.65426","-117.70761",,,,,
3548,"3548","RED HILL-MAIN",,"33.68975","-117.86398",,,,,
3550,"3550","RED HILL-SKY PARK NORTH",,"33.69237","-117.85772",,,,,
3551,"3551","RED HILL-MACARTHUR",,"33.69304","-117.85570",,,,,
3552,"3552","RED HILL-REYNOLDS",,"33.69563","-117.85291",,,,,
3553,"3553","RED HILL-MCGAW",,"33.69788","-117.85067",,,,,
3554,"3554","RED HILL-ALTON",,"33.70035","-117.84826",,,,,
3555,"3555","RED HILL-DEERE",,"33.70246","-117.84620",,,,,
3556,"3556","RED HILL-ALTON",,"33.69971","-117.84934",,,,,
3557,"3557","RED HILL-MCGAW",,"33.69690","-117.85214",,,,,
3558,"3558","RED HILL-REYNOLDS",,"33.69559","-117.85345",,,,,
3559,"3559","RED HILL-MACARTHUR",,"33.69368","-117.85535",,,,,
3560,"3560","RED HILL-MITCHELL NORTH",,"33.69262","-117.85910",,,,,
3562,"3562","RED HILL-MITCHELL SOUTH",,"33.69077","-117.86337",,,,,
3563,"3563","RED HILL-MAIN",,"33.68894","-117.86515",,,,,
3567,"3567","ROCKFIELD-REVSON",,"33.63214","-117.71945",,,,,
3568,"3568","ROCKFIELD-OLDFIELD",,"33.63564","-117.72072",,,,,
3577,"3577","SAND CANYON-WATER WORKS",,"33.66812","-117.76743",,,,,
3586,"3586","SAND CANYON-WATER WORKS",,"33.66772","-117.76837",,,,,
3595,"3595","TECHNOLOGY-ALTON",,"33.64875","-117.73419",,,,,
3596,"3596","TECHNOLOGY-ENT 16 TECHNOLOGY",,"33.65009","-117.73701",,,,,
3597,"3597","TECHNOLOGY-ENT 18 TECHNOLOGY",,"33.65192","-117.73818",,,,,
3600,"3600","TECHNOLOGY-ALTON",,"33.65486","-117.73986",,,,,
3601,"3601","TECHNOLOGY-ENT 25 TECHNOLOGY",,"33.65286","-117.73938",,,,,
3602,"3602","TECHNOLOGY-ENT 19 TECHNOLOGY",,"33.65093","-117.73779",,,,,
3603,"3603","TECHNOLOGY-ONE TECHNOLOGY PARK",,"33.64835","-117.73506",,,,,
3607,"3607","TOLEDO-GOODYEAR",,"33.65080","-117.70852",,,,,
3608,"3608","TOLEDO-GOODYEAR",,"33.65152","-117.70892",,,,,
3611,"3611","UNIVERSITY-ENT 3773 MARIPOSA VILLA",,"33.65753","-117.84151",,,,,
3613,"3613","VON KARMAN-CAMPUS",,"33.66985","-117.85893",,,,,
3615,"3615","VON KARMAN-DUPONT",,"33.67307","-117.85571",,,,,
3616,"3616","VON KARMAN-MICHELSON",,"33.67478","-117.85435",,,,,
3617,"3617","VON KARMAN-QUARTZ",,"33.67718","-117.85268",,,,,
3618,"3618","VON KARMAN-MORSE",,"33.68261","-117.84902",,,,,
3619,"3619","VON KARMAN-MAIN",,"33.68454","-117.84708",,,,,
3620,"3620","VON KARMAN-ENT 17510 VON KARMAN",,"33.68679","-117.84482",,,,,
3621,"3621","VON KARMAN-ENT 17622 PACIFIC",,"33.68853","-117.84310",,,,,
3622,"3622","VON KARMAN-MCGAW",,"33.69059","-117.84110",,,,,
3623,"3623","VON KARMAN-ALTON",,"33.69340","-117.83831",,,,,
3624,"3624","VON KARMAN-BARRANCA",,"33.69825","-117.83384",,,,,
3625,"3625","VON KARMAN-ALTON",,"33.69280","-117.83927",,,,,
3626,"3626","VON KARMAN-MCGAW",,"33.69001","-117.84203",,,,,
3627,"3627","VON KARMAN-ENT 17451 DEFT",,"33.68818","-117.84384",,,,,
3628,"3628","VON KARMAN-ENT 17875 IRVINE PLAZA",,"33.68610","-117.84588",,,,,
3629,"3629","VON KARMAN-MAIN",,"33.68317","-117.84894",,,,,
3630,"3630","VON KARMAN-QUARTZ",,"33.67726","-117.85295",,,,,
3631,"3631","VON KARMAN-MICHELSON",,"33.67577","-117.85390",,,,,
3633,"3633","VON KARMAN-DUPONT",,"33.67231","-117.85675",,,,,
3634,"3634","VON KARMAN-MARTIN",,"33.67063","-117.85851",,,,,
3636,"3636","WALNUT-HARVARD",,"33.71053","-117.79729",,,,,
3637,"3637","WALNUT-THE MALL",,"33.70806","-117.79175",,,,,
3638,"3638","WALNUT-LIME",,"33.70634","-117.78994",,,,,
3639,"3639","WALNUT-CULVER",,"33.70428","-117.78723",,,,,
3640,"3640","WALNUT-BUTTERFLY",,"33.70293","-117.78527",,,,,
3641,"3641","WALNUT-RAVENWOOD",,"33.70118","-117.78270",,,,,
3643,"3643","WALNUT-YALE",,"33.69778","-117.77783",,,,,
3644,"3644","WALNUT-RYEWOOD",,"33.69607","-117.77540",,,,,
3645,"3645","WALNUT-KAZAN",,"33.69489","-117.77372",,,,,
3646,"3646","WALNUT-AUSTIN",,"33.69184","-117.77282",,,,,
3647,"3647","WALNUT-WISTERIA",,"33.68886","-117.77056",,,,,
3648,"3648","WALNUT-WISTERIA",,"33.68951","-117.77107",,,,,
3649,"3649","WALNUT-AUSTIN",,"33.69236","-117.77229",,,,,
3650,"3650","WALNUT-KAZAN",,"33.69472","-117.77301",,,,,
3651,"3651","WALNUT-HARTFORD",,"33.69659","-117.77576",,,,,
3652,"3652","WALNUT-YALE",,"33.69886","-117.77897",,,,,
3654,"3654","WALNUT-RAVENWOOD",,"33.70146","-117.78270",,,,,
3655,"3655","WALNUT-BUTTERFLY",,"33.70333","-117.78541",,,,,
3656,"3656","WALNUT-CULVER",,"33.70551","-117.78851",,,,,
3657,"3657","WALNUT-LIME",,"33.70678","-117.79023",,,,,
3658,"3658","WALNUT-THE MALL",,"33.70901","-117.79238",,,,,
3659,"3659","WALNUT-HARVARD",,"33.71084","-117.79722",,,,,
3663,"3663","WEST PELTASON-@ UCI CRAWFORD HALL",,"33.64783","-117.84717",,,,,
3665,"3665","WEST PELTASON-MESA",,"33.64896","-117.84490",,,,,
3666,"3666","WEST PELTASON-MESA",,"33.64907","-117.84516",,,,,
3667,"3667","WEST PELTASON-@ UCI CRAWFORD HALL",,"33.64794","-117.84731",,,,,
3672,"3672","WEST YALE LOOP-BARRANCA",,"33.68214","-117.80645",,,,,
3698,"3698","IRVINE STATION-DOCK 2",,"33.65665","-117.73258",,,,,
3699,"3699","IRVINE STATION-DOCK 3",,"33.65678","-117.73276",,,,,
3700,"3700","IRVINE STATION-DOCK 4",,"33.65689","-117.73291",,,,,
3701,"3701","IRVINE STATION-DOCK 5",,"33.65649","-117.73309",,,,,
3702,"3702","IRVINE STATION-DOCK 6",,"33.65667","-117.73287",,,,,
3705,"3705","COLLEGE-IRVINE CENTER",,"33.67667","-117.77652",,,,,
3710,"3710","4TH-FIGUEROA",,"34.05363","-118.25623",,,,,
3735,"3735","BEAUDRY-5TH",,"34.05525","-118.25775",,,,,
3740,"3740","FLOWER-5TH",,"34.05111","-118.25669",,,,,
3742,"3742","FLOWER-7TH",,"34.04879","-118.25879",,,,,
3743,"3743","FLOWER-8TH",,"34.04719","-118.26036",,,,,
3745,"3745","FLOWER-OLYMPIC",,"34.04458","-118.26286",,,,,
3752,"3752","FIGUEROA WAY-ADAMS",,"34.02779","-118.27469",,,,,
3755,"3755","FIGUEROA-WASHINGTON",,"34.03452","-118.27184",,,,,
3756,"3756","FIGUEROA-VENICE",,"34.03732","-118.27005",,,,,
3757,"3757","FIGUROA-PICO",,"34.04074","-118.26779",,,,,
3760,"3760","FIGUEROA-OLYMPIC",,"34.04516","-118.26376",,,,,
3761,"3761","FIGUEROA-9TH",,"34.04637","-118.26251",,,,,
3762,"3762","FIGUEROA-8TH",,"34.04774","-118.26122",,,,,
3763,"3763","FIGUEROA-7TH",,"34.04919","-118.25990",,,,,
3764,"3764","FIGUEROA-WILSHIRE",,"34.05130","-118.25938",,,,,
3777,"3777","GRAND-1ST",,"34.05595","-118.24848",,,,,
3778,"3778","HOPE-1ST",,"34.05605","-118.25002",,,,,
3780,"3780","HOPE-TEMPLE",,"34.05823","-118.24827",,,,,
3781,"3781","HOPE-1ST",,"34.05610","-118.25029",,,,,
3784,"3784","TEMPLE-HILL",,"34.05620","-118.24438",,,,,
3785,"3785","TEMPLE-SPRING",,"34.05497","-118.24291",,,,,
3786,"3786","TEMPLE-LOS ANGELES",,"34.05349","-118.24121",,,,,
3787,"3787","TEMPLE-JUDGE JOHN AISO",,"34.05218","-118.23957",,,,,
3789,"3789","TEMPLE-LOS ANGELES",,"34.05330","-118.24069",,,,,
3790,"3790","TEMPLE-SPRING",,"34.05480","-118.24245",,,,,
3791,"3791","TEMPLE-HILL",,"34.05635","-118.24425",,,,,
3794,"3794","TRANSIT PLAZA RDWY-DOCK 4",,"34.05536","-118.23316",,,,,
3795,"3795","COAST-VISTA DEL SOL",,"33.49314","-117.73539",,,,,
3796,"3796","COAST-10TH",,"33.49769","-117.73933",,,,,
3797,"3797","COAST-7TH",,"33.49983","-117.74228",,,,,
3798,"3798","COAST-3RD",,"33.50240","-117.74424",,,,,
3799,"3799","COAST-CATALINA",,"33.50410","-117.74544",,,,,
3801,"3801","COAST-ALISO",,"33.51051","-117.75166",,,,,
3802,"3802","COAST-WESLEY",,"33.51441","-117.75561",,,,,
3803,"3803","COAST-MONTAGE RESORT",,"33.51652","-117.75745",,,,,
3804,"3804","COAST-VICTORIA",,"33.52143","-117.76209",,,,,
3805,"3805","COAST-SOLANA",,"33.52371","-117.76495",,,,,
3806,"3806","COAST-MOSS",,"33.52609","-117.76793",,,,,
3807,"3807","COAST-DIAMOND",,"33.52758","-117.76971",,,,,
3808,"3808","COAST-PEARL",,"33.52899","-117.77137",,,,,
3809,"3809","COAST-BLUEBIRD CANYON",,"33.53015","-117.77281",,,,,
3810,"3810","COAST-MOUNTAIN",,"33.53174","-117.77469",,,,,
3811,"3811","COAST-BROOKS",,"33.53352","-117.77646",,,,,
3812,"3812","COAST-ANITA",,"33.53525","-117.77773",,,,,
3813,"3813","COAST-SAINT ANNS",,"33.53696","-117.77903",,,,,
3814,"3814","COAST-CLEO",,"33.53822","-117.77999",,,,,
3815,"3815","COAST-LEGION",,"33.53956","-117.78107",,,,,
3816,"3816","COAST-LAGUNA",,"33.54163","-117.78291",,,,,
3817,"3817","COAST-JASMINE",,"33.54471","-117.79042",,,,,
3818,"3818","COAST-MYRTLE",,"33.54532","-117.79214",,,,,
3820,"3820","COAST-BEVERLY",,"33.54723","-117.79656",,,,,
3823,"3823","COAST-VIEJO",,"33.54890","-117.80136",,,,,
3825,"3825","COAST-ENT EMERALD BAY",,"33.55314","-117.80863",,,,,
3826,"3826","COAST-ENT IRVINE COVES",,"33.55590","-117.81432",,,,,
3829,"3829","COAST-ENT IRVINE COVE",,"33.55539","-117.81387",,,,,
3832,"3832","COAST-CRESCENT BAY",,"33.54897","-117.80225",,,,,
3833,"3833","COAST-CLIFF",,"33.54831","-117.80036",,,,,
3835,"3835","COAST-CLIFF",,"33.54691","-117.79630",,,,,
3837,"3837","COAST-MYRTLE",,"33.54506","-117.79202",,,,,
3838,"3838","COAST-JASMINE",,"33.54437","-117.79017",,,,,
3839,"3839","COAST-LAGUNA",,"33.54123","-117.78277",,,,,
3840,"3840","COAST-LEGION",,"33.53953","-117.78133",,,,,
3841,"3841","COAST-CLEO",,"33.53807","-117.78010",,,,,
3842,"3842","COAST-SAINT ANNS",,"33.53653","-117.77894",,,,,
3843,"3843","COAST-OAK",,"33.53394","-117.77703",,,,,
3844,"3844","COAST-MOUNTAIN",,"33.53151","-117.77481",,,,,
3845,"3845","COAST-BLUEBIRD CANYON",,"33.53000","-117.77297",,,,,
3846,"3846","COAST-DIAMOND",,"33.52717","-117.76956",,,,,
3847,"3847","COAST-MOSS",,"33.52582","-117.76792",,,,,
3848,"3848","COAST-ROCKLEDGE",,"33.52325","-117.76479",,,,,
3849,"3849","COAST-SUNSET TERRACE",,"33.52232","-117.76371",,,,,
3850,"3850","COAST-NYES",,"33.52108","-117.76194",,,,,
3851,"3851","COAST-ENT 30781 BLUE",,"33.51760","-117.75890",,,,,
3852,"3852","COAST-WESLEY",,"33.51353","-117.75522",,,,,
3853,"3853","COAST-ALISO",,"33.51072","-117.75228",,,,,
3854,"3854","COAST-BLUFF",,"33.50524","-117.74694",,,,,
3855,"3855","COAST-TABLE ROCK",,"33.50331","-117.74519",,,,,
3856,"3856","COAST-SEACLIFF",,"33.50215","-117.74436",,,,,
3857,"3857","COAST-CIRCLE",,"33.49955","-117.74231",,,,,
3858,"3858","COAST-POINT",,"33.49699","-117.73906",,,,,
3859,"3859","COAST-VISTA DEL SOL",,"33.49230","-117.73455",,,,,
3860,"3860","EL TORO-CANYON HILLS",,"33.59549","-117.74911",,,,,
3861,"3861","EL TORO-THE CLUB",,"33.59343","-117.74999",,,,,
3863,"3863","LAGUNA CANYON-FESTIVAL OF THE ARTS",,"33.54800","-117.78172",,,,,
3864,"3864","LAGUNA CANYON-FRONTAGE",,"33.54984","-117.78018",,,,,
3865,"3865","LAGUNA CANYON-WOODLAND",,"33.55215","-117.77723",,,,,
3866,"3866","LAGUNA CANYON-CANYON ACRES",,"33.55403","-117.77537",,,,,
3868,"3868","LAGUNA CANYON-ENT 2295 LAGUNA CANYON",,"33.56147","-117.77182",,,,,
3869,"3869","LAGUNA CANYON-STAN OAKS",,"33.56918","-117.76340",,,,,
3870,"3870","LAGUNA CANYON-SUN VALLEY",,"33.57669","-117.76261",,,,,
3871,"3871","LAGUNA CANYON-EL TORO",,"33.58323","-117.76142",,,,,
3872,"3872","LAGUNA CANYON-ENT 20101 LAGUNA COAST",,"33.57976","-117.76205",,,,,
3873,"3873","LAGUNA CANYON-SUN VALLEY",,"33.57719","-117.76266",,,,,
3874,"3874","LAGUNA CANYON-STAN OAKS",,"33.56900","-117.76364",,,,,
3875,"3875","LAGUNA CANYON-ENT 2222 ART INSTITUTE",,"33.56112","-117.77236",,,,,
3877,"3877","LAGUNA CANYON-CANYON ACRES",,"33.55357","-117.77608",,,,,
3878,"3878","LAGUNA CANYON-FESTIVAL OF THE ARTS",,"33.54820","-117.78195",,,,,
3881,"3881","LAGUNA BEACH BUS STATION",,"33.54487","-117.78271",,,,,
3882,"3882","ALICIA-RAMONA",,"33.58098","-117.70834",,,,,
3883,"3883","ALICIA-MOULTON",,"33.58312","-117.70692",,,,,
3884,"3884","ALICIA-ALISO HILLS",,"33.58669","-117.70369",,,,,
3886,"3886","ALICIA-PASEO DE VALENCIA",,"33.59246","-117.69848",,,,,
3887,"3887","ALICIA-WILKES",,"33.59604","-117.69531",,,,,
3888,"3888","ALICIA-COSTEAU",,"33.59972","-117.69182",,,,,
3890,"3890","ALICIA-HON",,"33.60138","-117.69163",,,,,
3891,"3891","ALICIA-COSTEAU",,"33.59920","-117.69250",,,,,
3892,"3892","ALICIA-WILKES",,"33.59592","-117.69606",,,,,
3893,"3893","ALICIA-PASEO DE VALENCIA",,"33.59160","-117.69953",,,,,
3894,"3894","ALICIA-ALISO HILLS",,"33.58682","-117.70401",,,,,
3895,"3895","ALICIA-MOULTON",,"33.58429","-117.70651",,,,,
3898,"3898","AVD DE LA CARLOTA-EL TORO",,"33.61344","-117.70826",,,,,
3899,"3899","AVD DE LA CARLOTA-SOUTH ENTRANCE",,"33.61157","-117.70484",,,,,
3900,"3900","AVD DE LA CARLOTA-ENT 24231 OAKBROOK",,"33.60974","-117.70225",,,,,
3901,"3901","CABOT-OSO",,"33.57973","-117.67411",,,,,
3903,"3903","CABOT-LA PAZ",,"33.59585","-117.67612",,,,,
3904,"3904","CABOT-LA PAZ",,"33.59642","-117.67679",,,,,
3905,"3905","CABOT-PASEO DE VALENCIA",,"33.59066","-117.67455",,,,,
3906,"3906","CABOT-NELLIE GAIL",,"33.58728","-117.67432",,,,,
3907,"3907","CABOT-EL PASEO",,"33.58288","-117.67435",,,,,
3908,"3908","CABOT-OSO",,"33.58059","-117.67447",,,,,
3909,"3909","CABOT-RAPID FALLS",,"33.56579","-117.67675",,,,,
3910,"3910","EL TORO-PASEO DE VALENCIA",,"33.61249","-117.71242",,,,,
3912,"3912","LA PAZ-PASEO DE VALENCIA",,"33.59261","-117.68375",,,,,
3913,"3913","LA PAZ-MCINTYRE",,"33.59602","-117.67921",,,,,
3915,"3915","LA PAZ-MCINTYRE",,"33.59595","-117.68022",,,,,
3916,"3916","LA PAZ-CHAMPLAIN",,"33.59448","-117.68283",,,,,
3918,"3918","MOULTON-NELLIE GAIL",,"33.57042","-117.69974",,,,,
3919,"3919","MOULTON-OSO",,"33.57304","-117.70064",,,,,
3920,"3920","MOULTON-LA PAZ",,"33.57668","-117.70235",,,,,
3921,"3921","MOULTON-MANDEVILLE",,"33.58068","-117.70373",,,,,
3922,"3922","MOULTON-ALICIA",,"33.58455","-117.70768",,,,,
3923,"3923","MOULTON-RIDGE ROUTE",,"33.62159","-117.73114",,,,,
3924,"3924","MOULTON-EL PACIFICO",,"33.62569","-117.73050",,,,,
3926,"3926","MOULTON-LAKE FOREST",,"33.62890","-117.72992",,,,,
3927,"3927","MOULTON-LAKE FOREST",,"33.62878","-117.73032",,,,,
3929,"3929","MOULTON-LAKE HILLS CHURCH",,"33.62560","-117.73085",,,,,
3930,"3930","MOULTON-RIDGE ROUTE",,"33.62048","-117.73176",,,,,
3931,"3931","MOULTON-VIA LOMAS",,"33.58478","-117.70840",,,,,
3932,"3932","MOULTON-ALICIA",,"33.58285","-117.70628",,,,,
3933,"3933","MOULTON-MANDEVILLE",,"33.58015","-117.70378",,,,,
3934,"3934","MOULTON-LOUISA",,"33.57778","-117.70306",,,,,
3935,"3935","MOULTON-LA PAZ",,"33.57537","-117.70230",,,,,
3936,"3936","MOULTON-OSO",,"33.57082","-117.70017",,,,,
3937,"3937","PASEO DE VALENCIA-PINENUT",,"33.59060","-117.67738",,,,,
3938,"3938","PASEO DE VALENCIA-MACKENZIE",,"33.59093","-117.68007",,,,,
3939,"3939","PASEO DE VALENCIA-LA PAZ",,"33.59263","-117.68449",,,,,
3940,"3940","PASEO DE VALENCIA-ERICSON",,"33.59359","-117.68772",,,,,
3941,"3941","PASEO DE VALENCIA-VELAZQUEZ",,"33.59344","-117.69115",,,,,
3942,"3942","PASEO DE VALENCIA-HILLARY",,"33.59238","-117.69424",,,,,
3943,"3943","PASEO DE VALENCIA-ALICIA",,"33.59243","-117.69941",,,,,
3944,"3944","PASEO DE VALENCIA-STOCKPORT",,"33.59612","-117.70138",,,,,
3945,"3945","PASEO DE VALENCIA-BECKENHAM",,"33.60024","-117.70193",,,,,
3946,"3946","PASEO DE VALENCIA-LOS ALISOS",,"33.60508","-117.70392",,,,,
3947,"3947","PASEO DE VALENCIA-HEALTH CENTER",,"33.60710","-117.70878",,,,,
3948,"3948","PASEO DE VALENCIA-CALLE DE LA PLATA",,"33.61021","-117.71271",,,,,
3949,"3949","PASEO DE VALENCIA-CALLE DE LA MAGDALENA",,"33.60855","-117.71180",,,,,
3950,"3950","PASEO DE VALENCIA-LAGUNA HILLS",,"33.59482","-117.70141",,,,,
3951,"3951","PASEO DE VALENCIA-ALICIA",,"33.59164","-117.69857",,,,,
3952,"3952","PASEO DE VALENCIA-HILLARY",,"33.59225","-117.69388",,,,,
3953,"3953","PASEO DE VALENCIA-ALISAL",,"33.59336","-117.68940",,,,,
3954,"3954","PASEO DE VALENCIA-ERICSON",,"33.59333","-117.68747",,,,,
3955,"3955","PASEO DE VALENCIA-LA PAZ",,"33.59203","-117.68373",,,,,
3956,"3956","PASEO DE VALENCIA-VISTA FIRENZE",,"33.59073","-117.68010",,,,,
3957,"3957","PASEO DE VALENCIA-PINENUT",,"33.59040","-117.67732",,,,,
3974,"3974","LOS ALISOS-AVD DE LA CARLOTA",,"33.60654","-117.69905",,,,,
3975,"3975","CALLE DE LA LOUISA-CALLE DE LA PLATA",,"33.61046","-117.70969",,,,,
3976,"3976","CALLE DE LA LOUISA-HEALTH CENTER",,"33.60860","-117.70735",,,,,
3977,"3977","CALLE DE LA LOUISA-HEALTH CENTER",,"33.60927","-117.70794",,,,,
3978,"3978","CALLE DE LA LOUISA-CALLE DE LA PLATA",,"33.61069","-117.70966",,,,,
3979,"3979","CALLE DE LA PLATA-PASEO DE VALENCIA",,"33.60990","-117.71227",,,,,
3980,"3980","PASEO DE VALENCIA-CL DE LOS CABALLEROS (DOCK 1)",,"33.60661","-117.70634",,,,,
3981,"3981","PASEO DE VALENCIA-CALLE DE LOS CABALLEROS (DOCK 2)",,"33.60653","-117.70607",,,,,
3983,"3983","LAGUNA HILLS TRANS CTR DOCK 4",,"33.60676","-117.70522",,,,,
3984,"3984","LAGUNA HILLS TRANS CTR DOCK 5",,"33.60698","-117.70503",,,,,
3985,"3985","LAGUNA HILLS TRANS CTR DOCK 6",,"33.60718","-117.70487",,,,,
3986,"3986","LAGUNA HILLS TRANS CTR DOCK 7",,"33.60740","-117.70471",,,,,
3987,"3987","LAGUNA HILLS TRANS CTR DOCK 8",,"33.60762","-117.70465",,,,,
3991,"3991","CL DE LOS CABALLEROS-PASEO DE VALENCIA (DOCK 12)",,"33.60707","-117.70624",,,,,
4022,"4022","7TH-CHANNEL",,"33.77515","-118.11735",,,,,
4023,"4023","7TH-WEST CAMPUS",,"33.77512","-118.11501",,,,,
4024,"4024","7TH-EAST CAMPUS",,"33.77543","-118.11365",,,,,
4056,"4056","CHANNEL-7TH",,"33.77445","-118.11900",,,,,
4060,"4060","NORWALK-WARDLOW",,"33.81830","-118.07173",,,,,
4061,"4061","NORWALK-TORIN",,"33.82109","-118.07172",,,,,
4062,"4062","NORWALK-WOODSON",,"33.82348","-118.07180",,,,,
4063,"4063","NORWALK-RING",,"33.82148","-118.07197",,,,,
4064,"4064","NORWALK-WARDLOW",,"33.81813","-118.07199",,,,,
4069,"4069","PACIFIC COAST-STUDEBAKER",,"33.75436","-118.10753",,,,,
4070,"4070","PACIFIC COAST-WESTMINSTER",,"33.75647","-118.10951",,,,,
4071,"4071","PACIFIC COAST-WESTMINSTER",,"33.75847","-118.11141",,,,,
4072,"4072","PACIFIC COAST-ENT 6285 GOLDEN SAIL",,"33.76201","-118.11443",,,,,
4073,"4073","PACIFIC COAST-LOYNES",,"33.76535","-118.11603",,,,,
4085,"4085","PACIFIC COAST-2ND",,"33.75739","-118.11082",,,,,
4086,"4086","PACIFIC COAST-STUDEBAKER",,"33.75324","-118.10702",,,,,
4089,"4089","STUDEBAKER-ANAHEIM",,"33.78181","-118.10258",,,,,
4090,"4090","STUDEBAKER-MANTOVA",,"33.78391","-118.10192",,,,,
4091,"4091","STUDEBAKER-DRISCOLL",,"33.78601","-118.09991",,,,,
4092,"4092","STUDEBAKER-ATHERTON",,"33.78902","-118.09919",,,,,
4093,"4093","STUDEBAKER-LOS SANTOS",,"33.79253","-118.09918",,,,,
4094,"4094","STUDEBAKER-STEARNS",,"33.79636","-118.09910",,,,,
4095,"4095","STUDEBAKER-EL SALVADOR",,"33.79858","-118.09909",,,,,
4096,"4096","STUDEBAKER-LOS ARCOS",,"33.80025","-118.09910",,,,,
4097,"4097","STUDEBAKER-WILLOW",,"33.80277","-118.09909",,,,,
4098,"4098","STUDEBAKER-WILLOW",,"33.80275","-118.09937",,,,,
4099,"4099","STUDEBAKER-LOS ARCOS",,"33.79951","-118.09940",,,,,
4100,"4100","STUDEBAKER-LA MARIMBA",,"33.79739","-118.09942",,,,,
4101,"4101","STUDEBAKER-STEARNS",,"33.79522","-118.09941",,,,,
4102,"4102","STUDEBAKER-LOS SANTOS",,"33.79189","-118.09947",,,,,
4103,"4103","STUDEBAKER-ATHERTON",,"33.78829","-118.09943",,,,,
4104,"4104","STUDEBAKER-DRISCOLL",,"33.78561","-118.10049",,,,,
4105,"4105","STUDEBAKER-VUELTA GRANDE",,"33.78347","-118.10242",,,,,
4106,"4106","STUDEBAKER-ANAHEIM",,"33.78115","-118.10283",,,,,
4107,"4107","STUDEBAKER-LOYNES",,"33.76746","-118.10336",,,,,
4108,"4108","WARDLOW-NORWALK",,"33.81750","-118.07137",,,,,
4118,"4118","BAKE-JERONIMO",,"33.64533","-117.71080",,,,,
4119,"4119","BAKE-TOLEDO",,"33.65023","-117.70691",,,,,
4120,"4120","BAKE-CALLE ENTRADA",,"33.65303","-117.70456",,,,,
4121,"4121","BAKE-TRABUCO",,"33.65564","-117.70229",,,,,
4122,"4122","BAKE-SOUTH POINTE",,"33.65837","-117.70006",,,,,
4123,"4123","BAKE-SOUTH POINTE",,"33.65982","-117.69873",,,,,
4124,"4124","BAKE-NORTH POINTE",,"33.66177","-117.69266",,,,,
4126,"4126","BAKE-TOWNE CENTRE",,"33.67536","-117.66446",,,,,
4127,"4127","BAKE-PORTOLA",,"33.67844","-117.66255",,,,,
4128,"4128","BAKE-PORTOLA",,"33.67829","-117.66286",,,,,
4129,"4129","BAKE-TOWNE CENTRE",,"33.67513","-117.66511",,,,,
4130,"4130","BAKE-COMMERCENTRE",,"33.66520","-117.68664",,,,,
4131,"4131","BAKE-CRESCENT BAY",,"33.66282","-117.68948",,,,,
4132,"4132","BAKE-NORTH POINT",,"33.66196","-117.69357",,,,,
4133,"4133","BAKE-CAPITAL",,"33.66130","-117.69669",,,,,
